epoch,accuracy,loss,val_accuracy,val_loss
0,0.31157476,1.793482080028782,0.3913346230983734,1.6931218308770049
1,0.4190672,1.5378353846866661,0.434382826089859,1.5088132036267035
2,0.4626772,1.4285776653385798,0.45583727955818176,1.4423128823511246
3,0.49120486,1.3559752764209045,0.4619671106338501,1.476660870017697
4,0.5136717,1.2959721717882142,0.516021192073822,1.2842125254575507
5,0.5307743,1.2535686438503615,0.4866257905960083,1.3956324932268982
6,0.53610367,1.224797703315108,0.5119810700416565,1.3484199624368494
7,0.54571736,1.2058830442936501,0.5516856908798218,1.209145749801047
8,0.55519176,1.1845632577591039,0.5463917255401611,1.245314534028017
9,0.56052107,1.162856333818575,0.5270270109176636,1.3217834387691814
10,0.5641088,1.15536610877702,0.5678461790084839,1.153570402395961
11,0.5717719,1.134330406267527,0.5640847086906433,1.173110255360703
12,0.57591695,1.1247281420629074,0.5905544757843018,1.1158281524854305
13,0.58075863,1.1136198503735497,0.5823349356651306,1.1348564155788001
14,0.5840329,1.1021458328926657,0.5787127614021301,1.1540589835458428
15,0.58702844,1.0985488819724702,0.5821955800056458,1.1488812708130585
16,0.59340274,1.081804912096281,0.6021175980567932,1.0947375628203528
17,0.59692085,1.0773501441169713,0.6057397723197937,1.0826039411258352
18,0.5983838,1.0707278186373295,0.5972415804862976,1.0928231396692383
19,0.6016232,1.0629681018731816,0.6078294515609741,1.0722105427849888
20,0.60914695,1.054105777244524,0.6023961901664734,1.0822895912779975
21,0.60503674,1.0547121488760247,0.599609911441803,1.0779907443656933
22,0.60817164,1.0478648928548895,0.5993313193321228,1.0921285487410417
23,0.60872895,1.0384924068313568,0.6136807203292847,1.077898711306566
24,0.6109234,1.0341789441475104,0.5874895453453064,1.1216770395756963
25,0.6124212,1.0290226442877237,0.6085260510444641,1.0678498670230439
26,0.6152426,1.0251415137101243,0.5371969938278198,1.2545158485411003
27,0.61907417,1.018464059062195,0.6014209985733032,1.0973066989509932
28,0.6162527,1.0202068901389216,0.5973808765411377,1.1019149375313935
29,0.619318,1.014982212940982,0.615631103515625,1.0625235235236024
30,0.6205371,1.0061770233100948,0.6032320857048035,1.0796030190835326
31,0.623672,1.009036026235085,0.6121482253074646,1.0662748218413083
32,0.6237765,1.003048048679962,0.5856784582138062,1.1360636395842094
33,0.625135,0.9991177817223783,0.6206464171409607,1.0349356381798163
34,0.6263193,0.9967247346915887,0.6085260510444641,1.0510578759867821
35,0.6306385,0.9949556826245486,0.61521315574646,1.037498076967158
36,0.62962836,0.987746395995705,0.6125661730766296,1.0540434067612672
37,0.6315441,0.9838609216608445,0.6182780861854553,1.0406309058985759
38,0.6319969,0.9807162409005791,0.6103371381759644,1.0689370379736245
39,0.6367341,0.9761093349980645,0.6150738596916199,1.036801696122606
40,0.63492286,0.9761489857625445,0.6168849468231201,1.0540674510989292
41,0.63621163,0.9733500100381323,0.5955697894096375,1.113908729602381
42,0.63621163,0.9699634967077331,0.6163276433944702,1.0500750077836989
43,0.6386499,0.9649878819038877,0.6113123297691345,1.0599712088733173
44,0.63882405,0.9637911542609068,0.6188353300094604,1.0374558483136003
45,0.6374308,0.9626501654087096,0.6270548701286316,1.040216920601023
46,0.66136056,0.9145842904169909,0.646140992641449,0.9816853120553524
47,0.66101223,0.9015458664793949,0.6478127837181091,0.9749798123203436
48,0.66794384,0.8944513284033537,0.6460016965866089,0.9825359429612934
49,0.6680832,0.8895878151934774,0.6524101495742798,0.9708992999454965
50,0.6695113,0.8908119538289684,0.6503204107284546,0.9764804922461543
51,0.67194957,0.8869664503732542,0.6468375325202942,0.9799367909844654
52,0.67309904,0.8829992476740063,0.6478127837181091,0.9756850109322219
53,0.67250687,0.8777214623306433,0.6466982364654541,0.9797731355459586
54,0.6742485,0.8793861599334576,0.6455837488174438,0.9754638391372785
55,0.674353,0.8754916290300278,0.6468375325202942,0.9762871829239098
56,0.67093945,0.8769367007490211,0.6486486196517944,0.972816186865979
57,0.67578113,0.8737035728455121,0.6471161842346191,0.9791064761282176
58,0.6749103,0.8704918855231253,0.6471161842346191,0.9828669207944416
59,0.6732035,0.8730204267235085,0.6444692015647888,0.9798167903930173
60,0.67787105,0.8678986206378237,0.6486486196517944,0.9756181481888315
61,0.6765474,0.8689339851389659,0.6460016965866089,0.9774630963221072
62,0.68013513,0.8629305921023931,0.6490665674209595,0.9738416795147332
63,0.6790205,0.8596917468056733,0.6496238708496094,0.9761710327360483
64,0.67853284,0.8607019297157055,0.6492059230804443,0.9737191584556008
65,0.67853284,0.8566175421235405,0.6505990624427795,0.9732549065133926
66,0.67888117,0.8596193045092259,0.6522708535194397,0.9738006392671856
